Time (ns),Native contact,Rg (nm),RMSD (nm)
63.8,5.04E-01,1.44377,0.6213319
63.9,4.92E-01,1.43841,0.6282659
64,4.77E-01,1.44654,0.6800075
64.1,4.94E-01,1.4052,0.6075388
64.2,4.87E-01,1.40722,0.5791066
64.3,5.09E-01,1.40842,0.603775
64.4,4.97E-01,1.41281,0.58015
64.5,4.75E-01,1.40541,0.5878452
64.6,4.87E-01,1.42752,0.6289195
64.7,4.79E-01,1.45719,0.6109883
64.8,5.07E-01,1.42014,0.5835254
64.9,5.08E-01,1.4231,0.5402675
65,4.73E-01,1.45617,0.5856595
65.1,4.91E-01,1.45385,0.5580905
65.2,4.88E-01,1.41915,0.5959716
65.3,4.65E-01,1.44107,0.613515
65.4,4.42E-01,1.44423,0.6534593
65.5,4.69E-01,1.41646,0.5414361
65.6,4.73E-01,1.43741,0.5675843
65.7,4.80E-01,1.43824,0.5273263
65.8,4.62E-01,1.43044,0.5858305
65.9,4.83E-01,1.42905,0.5612066
66,4.86E-01,1.42257,0.5455415
66.1,4.93E-01,1.42089,0.536603
66.2,4.75E-01,1.39938,0.5083926
66.3,4.83E-01,1.41916,0.5082326
66.4,4.75E-01,1.44546,0.5391377
66.5,4.84E-01,1.41696,0.4980376
66.6,4.42E-01,1.43068,0.5174641
66.7,4.79E-01,1.4312,0.5485165
66.8,4.61E-01,1.41367,0.5174493
66.9,4.71E-01,1.42844,0.5663914
67,4.57E-01,1.42575,0.5341446
67.1,4.71E-01,1.39754,0.5316225
67.2,4.94E-01,1.41599,0.5397695
67.3,4.97E-01,1.40774,0.551424
67.4,4.85E-01,1.42712,0.5872344
67.5,4.80E-01,1.39234,0.5407009
67.6,4.77E-01,1.37886,0.5337316
67.7,4.86E-01,1.39541,0.5864715
67.8,4.86E-01,1.3882,0.5495283
67.9,4.66E-01,1.42687,0.5862241
68,4.77E-01,1.3854,0.5696447
68.1,4.85E-01,1.40477,0.5519083
68.2,4.57E-01,1.45017,0.5567905
68.3,4.60E-01,1.47299,0.6490595
68.4,5.03E-01,1.47804,0.6227437
68.5,5.19E-01,1.5192,0.6368551
68.6,5.22E-01,1.40184,0.5525582
68.7,5.01E-01,1.45732,0.6185293
68.8,5.26E-01,1.41347,0.577457
68.9,4.96E-01,1.42403,0.5794319
69,4.36E-01,1.42921,0.5706352
69.1,4.68E-01,1.44006,0.5427976
69.2,4.74E-01,1.42833,0.6177665
69.3,4.51E-01,1.44363,0.5968015
69.4,4.31E-01,1.4318,0.618302
69.5,4.37E-01,1.46108,0.6234933
69.6,4.57E-01,1.41496,0.5784929
69.7,4.58E-01,1.45823,0.5710717
69.8,4.56E-01,1.41837,0.5836509
69.9,4.36E-01,1.41129,0.5935485
70,4.33E-01,1.42018,0.5960978
70.1,4.53E-01,1.42776,0.5659428
70.2,4.54E-01,1.4497,0.6039652
70.3,4.19E-01,1.42462,0.6121342
70.4,4.43E-01,1.45125,0.587498
70.5,4.69E-01,1.44978,0.5820799
70.6,4.87E-01,1.45187,0.6080538
70.7,4.69E-01,1.46071,0.5935363
70.8,4.72E-01,1.4339,0.5429692
70.9,4.45E-01,1.46895,0.6143265
71,4.86E-01,1.42614,0.5066123
71.1,4.56E-01,1.43091,0.5392379
71.2,4.93E-01,1.44782,0.6277928
71.3,5.22E-01,1.47427,0.664716
71.4,4.92E-01,1.48425,0.6645907
71.5,4.80E-01,1.49188,0.6227954
71.6,4.70E-01,1.52516,0.6832807
71.7,4.76E-01,1.48292,0.6348819
71.8,4.93E-01,1.47765,0.631551
71.9,4.76E-01,1.48508,0.6282958
72,5.00E-01,1.46762,0.6319681
72.1,4.67E-01,1.49649,0.6171204
72.2,4.85E-01,1.46623,0.5925664
72.3,4.61E-01,1.47544,0.6180162
72.4,4.64E-01,1.50918,0.6206202
72.5,4.60E-01,1.4747,0.6023912
72.6,4.59E-01,1.44237,0.6201552
72.7,4.88E-01,1.43087,0.6432011
72.8,4.47E-01,1.45635,0.6873786
72.9,4.43E-01,1.46331,0.7034117
73,4.31E-01,1.44972,0.7008862
73.1,4.57E-01,1.44774,0.6985462
73.2,4.14E-01,1.47405,0.7029076
73.3,3.78E-01,1.47031,0.7107379
73.4,4.56E-01,1.45155,0.6156555
73.5,4.37E-01,1.45467,0.6323826
73.6,4.27E-01,1.49111,0.6211131
73.7,4.69E-01,1.46211,0.6170464
73.8,4.30E-01,1.5033,0.697265
73.9,4.43E-01,1.4631,0.7250663
74,4.80E-01,1.47961,0.7393721
74.1,4.59E-01,1.47513,0.7429866
74.2,4.90E-01,1.44192,0.6300136
74.3,5.19E-01,1.4247,0.621516
74.4,4.71E-01,1.44551,0.6618063
74.5,4.57E-01,1.46043,0.6581405
74.6,4.26E-01,1.4706,0.6478355
74.7,4.60E-01,1.43583,0.53912
74.8,4.74E-01,1.41719,0.5596441
74.9,4.79E-01,1.39768,0.5020349
75,4.48E-01,1.3646,0.4965988
75.1,4.65E-01,1.3761,0.5119988
75.2,4.92E-01,1.3858,0.5147567
75.3,4.96E-01,1.4082,0.5404213
75.4,4.55E-01,1.41023,0.5743511
75.5,4.53E-01,1.39636,0.5581684
75.6,4.21E-01,1.40829,0.5667333
75.7,4.29E-01,1.4185,0.5893506
75.8,4.25E-01,1.41702,0.6036862
75.9,4.37E-01,1.40606,0.5783925
76,4.35E-01,1.40185,0.6044711
76.1,4.43E-01,1.43418,0.6681716
76.2,4.20E-01,1.42218,0.6499817
76.3,3.85E-01,1.46189,0.6753401
76.4,4.11E-01,1.44442,0.5880734
76.5,4.30E-01,1.4499,0.5867994
76.6,4.03E-01,1.48038,0.6624421
76.7,4.03E-01,1.49636,0.6362259
76.8,3.82E-01,1.49035,0.6162671
76.9,4.28E-01,1.47925,0.6182883
77,4.25E-01,1.46365,0.622672
77.1,3.92E-01,1.46917,0.6642038
77.2,3.87E-01,1.44583,0.6547565
77.3,4.12E-01,1.47139,0.6521586
77.4,4.10E-01,1.44543,0.6627278
77.5,3.98E-01,1.43121,0.6606632
77.6,4.02E-01,1.44497,0.6491977
77.7,3.46E-01,1.48474,0.6833374
77.8,3.88E-01,1.50705,0.6843936
77.9,3.32E-01,1.48453,0.701799
78,3.65E-01,1.48223,0.6985392
78.1,3.36E-01,1.51757,0.7639455
78.2,3.62E-01,1.51914,0.7473093
78.3,3.32E-01,1.5246,0.7425682
78.4,3.46E-01,1.5219,0.6908535
78.5,3.39E-01,1.54275,0.7758949
78.6,3.45E-01,1.49518,0.667626
78.7,3.41E-01,1.51988,0.6785845
78.8,3.29E-01,1.51837,0.7061155
78.9,3.09E-01,1.49914,0.7510519
79,3.10E-01,1.54464,0.8427569
79.1,2.73E-01,1.54677,0.8608655
79.2,2.61E-01,1.58227,0.8929093
79.3,3.03E-01,1.56767,0.8155022
79.4,3.25E-01,1.53648,0.7372555
79.5,3.22E-01,1.52925,0.8246598
79.6,2.86E-01,1.57317,0.8664811
79.7,3.07E-01,1.5774,0.7933207
79.8,2.67E-01,1.60393,0.8157508
79.9,2.71E-01,1.55144,0.7694274
80,2.58E-01,1.57962,0.7175727
80.1,2.61E-01,1.57826,0.7511235
80.2,2.76E-01,1.53996,0.7868552
80.3,2.64E-01,1.54606,0.7810885
80.4,2.92E-01,1.5648,0.8153037
80.5,2.73E-01,1.53995,0.7802308
80.6,2.86E-01,1.49275,0.7234061
80.7,2.67E-01,1.53118,0.7833056
80.8,2.70E-01,1.55324,0.8098687
80.9,2.71E-01,1.53501,0.7728258
81,2.70E-01,1.47411,0.7211227
81.1,2.87E-01,1.5495,0.8288285
81.2,2.80E-01,1.49147,0.8178537
81.3,2.40E-01,1.47143,0.8336076
81.4,2.39E-01,1.47307,0.8425556
81.5,2.32E-01,1.49679,0.8024696
81.6,2.60E-01,1.50049,0.8478476
81.7,2.48E-01,1.47799,0.7672996
81.8,2.44E-01,1.45117,0.7529927
81.9,2.29E-01,1.4461,0.7621248
82,2.41E-01,1.46466,0.7839016
82.1,2.28E-01,1.48364,0.7459861
82.2,2.31E-01,1.49457,0.7269795
82.3,2.31E-01,1.48964,0.7647293
82.4,2.47E-01,1.45696,0.7475555
82.5,2.40E-01,1.45675,0.7188674
82.6,2.35E-01,1.43682,0.6997575
82.7,2.32E-01,1.4107,0.7624066
82.8,2.84E-01,1.39997,0.7436649
82.9,2.83E-01,1.40902,0.7495341
83,2.80E-01,1.41692,0.7063507
83.1,2.77E-01,1.39359,0.658072
83.2,2.90E-01,1.3919,0.6662219
83.3,2.76E-01,1.38392,0.7192265
83.4,2.80E-01,1.40605,0.7179836
83.5,2.80E-01,1.44496,0.8126699
83.6,2.98E-01,1.45003,0.7828189
83.7,2.96E-01,1.46916,0.7940032
83.8,2.75E-01,1.4437,0.8165503
83.9,2.98E-01,1.45786,0.8150569
84,2.68E-01,1.45269,0.799969
84.1,2.85E-01,1.43441,0.8246736
84.2,2.77E-01,1.44257,0.9092091
84.3,2.88E-01,1.44025,0.9372537
84.4,2.80E-01,1.41776,0.8827434
84.5,2.86E-01,1.37883,0.8766987
84.6,2.94E-01,1.38519,0.8238426
84.7,2.93E-01,1.40626,0.8631029
84.8,3.03E-01,1.40719,0.8340951
84.9,2.93E-01,1.42484,0.8229536
85,3.07E-01,1.40056,0.815534
85.1,2.99E-01,1.46183,0.8043514
85.2,3.12E-01,1.45046,0.8188229
85.3,3.23E-01,1.42479,0.7975959
85.4,2.92E-01,1.46738,0.7914107
85.5,3.00E-01,1.49243,0.7697571
85.6,2.84E-01,1.48864,0.8169428
85.7,2.95E-01,1.48432,0.7005372
85.8,3.05E-01,1.48873,0.7688974
85.9,3.04E-01,1.47249,0.7932619
86,3.15E-01,1.46232,0.7764429
86.1,2.82E-01,1.46621,0.7468302
86.2,2.88E-01,1.49231,0.8034357
86.3,2.88E-01,1.4863,0.7689287
86.4,2.77E-01,1.46903,0.7890754
86.5,2.88E-01,1.49246,0.8749896
86.6,3.02E-01,1.47076,0.7962773
86.7,2.79E-01,1.44737,0.7713306
86.8,3.21E-01,1.43495,0.7861173
86.9,3.02E-01,1.40975,0.8347658
87,2.54E-01,1.39368,0.7880274
87.1,2.52E-01,1.41582,0.7493709
87.2,2.69E-01,1.42016,0.7382317
87.3,2.75E-01,1.4388,0.7352166
87.4,2.56E-01,1.46483,0.8049537
87.5,2.79E-01,1.43908,0.7640064
87.6,2.82E-01,1.43419,0.8102004
87.7,2.59E-01,1.41029,0.7840775
87.8,2.50E-01,1.47193,0.8063685
87.9,2.52E-01,1.43547,0.7804253
88,2.61E-01,1.43547,0.8097514
88.1,2.54E-01,1.44324,0.8149249
88.2,2.73E-01,1.39676,0.7989546
88.3,2.63E-01,1.37349,0.7805007
88.4,2.53E-01,1.39723,0.7756102
88.5,2.56E-01,1.3985,0.7774219
88.6,2.41E-01,1.41589,0.7648826
88.7,2.28E-01,1.44328,0.8064421
88.8,2.44E-01,1.44432,0.7869079
88.9,2.46E-01,1.48039,0.8053347
89,2.47E-01,1.48432,0.8158425
89.1,2.42E-01,1.50113,0.8426414
89.2,2.51E-01,1.50888,0.8666347
89.3,2.29E-01,1.49805,0.8099495
89.4,2.23E-01,1.53242,0.7882831
89.5,2.25E-01,1.46143,0.7645484
89.6,2.28E-01,1.49578,0.8238479
89.7,2.22E-01,1.53811,0.8133006
89.8,2.20E-01,1.47616,0.7130305
89.9,2.24E-01,1.48578,0.7337325
90,2.17E-01,1.48138,0.7227454
90.1,2.23E-01,1.51174,0.7490112
90.2,2.03E-01,1.4647,0.7496506
90.3,2.04E-01,1.48572,0.7503204
90.4,2.34E-01,1.48667,0.742545
90.5,2.25E-01,1.50497,0.7550172
90.6,2.29E-01,1.49298,0.7294123
90.7,2.31E-01,1.46392,0.7133471
90.8,2.36E-01,1.46924,0.7420834
90.9,2.38E-01,1.48813,0.7754756
91,2.20E-01,1.52155,0.7467763
91.1,2.43E-01,1.48895,0.7373164
91.2,2.20E-01,1.49385,0.7341392
91.3,2.07E-01,1.50285,0.7948306
91.4,2.25E-01,1.50804,0.7809871
91.5,2.19E-01,1.5816,0.8374927
91.6,2.40E-01,1.54298,0.8353745
91.7,2.29E-01,1.59082,0.9003567
91.8,2.17E-01,1.53412,0.8468164
91.9,2.46E-01,1.53187,0.8906836
92,2.19E-01,1.52636,0.9009418
92.1,2.24E-01,1.529,0.887831
92.2,2.28E-01,1.5828,0.9168557
92.3,2.30E-01,1.56252,0.8630854
92.4,2.17E-01,1.61218,0.9486029
92.5,2.23E-01,1.57343,0.8827451
92.6,2.13E-01,1.60523,0.9370495
92.7,2.50E-01,1.57816,0.8959767
92.8,2.33E-01,1.54758,0.8992972
92.9,2.25E-01,1.53643,0.8836966
93,2.30E-01,1.55938,0.8947254
93.1,2.48E-01,1.55405,0.9062708
93.2,2.15E-01,1.56412,0.9089093
93.3,2.67E-01,1.57612,0.9336432
93.4,2.62E-01,1.52993,0.9364363
93.5,2.31E-01,1.53575,1.0170506
93.6,2.33E-01,1.51791,0.9550468
93.7,2.35E-01,1.57046,0.9396921
93.8,2.19E-01,1.50367,0.8969927
93.9,2.41E-01,1.4892,0.88085
94,2.44E-01,1.50241,0.8840387
94.1,2.42E-01,1.47208,0.8730347
94.2,2.24E-01,1.52168,0.8695567
94.3,2.32E-01,1.48437,0.8738804
94.4,2.28E-01,1.48698,0.8883552
94.5,2.41E-01,1.49064,0.85115
94.6,2.43E-01,1.49167,0.8322797
94.7,2.31E-01,1.48301,0.8480018
94.8,2.39E-01,1.48261,0.8310243
94.9,2.67E-01,1.50169,0.8442276
95,2.73E-01,1.47867,0.82203
95.1,2.70E-01,1.46991,0.8296674
95.2,2.56E-01,1.50085,0.8554389
95.3,2.28E-01,1.45844,0.8867183
95.4,2.27E-01,1.52383,0.9821517
95.5,2.52E-01,1.48068,0.9487925
95.6,2.74E-01,1.47115,0.9059634
95.7,2.63E-01,1.452,0.8543066
95.8,2.66E-01,1.44596,0.8251314
95.9,2.93E-01,1.43536,0.7804217
96,2.46E-01,1.48051,0.8820176
96.1,2.48E-01,1.45909,0.9149843
96.2,2.87E-01,1.47412,0.9267713
96.3,2.85E-01,1.47468,0.924242
96.4,2.90E-01,1.46775,0.8893389
96.5,2.73E-01,1.48513,0.9337029
96.6,2.74E-01,1.4783,0.8708779
96.7,2.82E-01,1.53892,0.9315021
96.8,2.24E-01,1.52064,0.9152055
96.9,2.52E-01,1.50033,0.9085849
97,2.35E-01,1.49787,0.8911446
97.1,2.42E-01,1.47402,0.8935829
97.2,2.41E-01,1.49897,0.895605
97.3,2.35E-01,1.52826,0.9226075
97.4,2.52E-01,1.56148,0.9646412
97.5,2.28E-01,1.52631,0.8916107
97.6,2.39E-01,1.51689,0.9367606
97.7,2.03E-01,1.55305,0.9794912
97.8,2.14E-01,1.58021,1.0016488
97.9,1.97E-01,1.57618,1.0130364
98,1.91E-01,1.60265,1.0154471
98.1,1.82E-01,1.63473,1.0512432
98.2,1.96E-01,1.57725,0.9348444
98.3,2.07E-01,1.59544,0.9875982
98.4,2.11E-01,1.56932,0.8980986
98.5,2.46E-01,1.56376,0.9317447
98.6,2.44E-01,1.54551,0.9801105
98.7,2.14E-01,1.53908,0.9560753
98.8,1.98E-01,1.53764,0.913397
98.9,2.14E-01,1.54525,0.8997344
99,2.55E-01,1.55047,0.9312389
99.1,2.35E-01,1.59842,0.916995
99.2,2.12E-01,1.561,0.8718256
99.3,1.95E-01,1.55472,0.8959059
99.4,2.04E-01,1.55094,0.923083
99.5,1.93E-01,1.55351,0.8803991
99.6,2.08E-01,1.52336,0.9090445
99.7,1.97E-01,1.52164,0.9072019
99.8,2.05E-01,1.56117,0.9045551
99.9,2.06E-01,1.53284,0.9157951
100,1.98E-01,1.54649,0.8920067
100.1,2.03E-01,1.55761,0.8772891
100.2,2.14E-01,1.52237,0.8709298
100.3,2.17E-01,1.53134,0.8042305
100.4,2.07E-01,1.52237,0.8032899
100.5,2.23E-01,1.58165,0.8813886
100.6,2.00E-01,1.57943,0.9265701
100.7,2.03E-01,1.60245,1.0043811
100.8,2.17E-01,1.54364,0.9328772
100.9,2.27E-01,1.5148,0.963939
101,2.32E-01,1.49067,0.9121814
101.1,2.20E-01,1.54657,0.9035732
101.2,2.23E-01,1.52506,0.9058481
101.3,2.34E-01,1.532,0.9308686
101.4,2.27E-01,1.57187,0.9337044
101.5,2.34E-01,1.52369,0.8949168
101.6,2.35E-01,1.58098,0.9118431
101.7,2.31E-01,1.59622,0.9682978
101.8,2.28E-01,1.54657,0.9129707
101.9,2.23E-01,1.59093,0.9642785
102,2.26E-01,1.55258,0.9002266
102.1,2.34E-01,1.54528,0.8789494
102.2,2.34E-01,1.5263,0.851377
102.3,2.33E-01,1.52707,0.8770676
102.4,2.25E-01,1.56751,0.9549593
102.5,2.28E-01,1.57264,0.9351802
102.6,2.23E-01,1.52255,0.8791232
102.7,2.38E-01,1.53087,0.8400677
102.8,2.28E-01,1.54528,0.8432105
102.9,2.32E-01,1.5568,0.8632338
103,2.52E-01,1.53801,0.8773354
103.1,2.46E-01,1.53898,0.8869831
103.2,2.50E-01,1.56487,0.9329663
103.3,2.29E-01,1.55201,0.9314687
103.4,2.47E-01,1.58467,1.0298823
103.5,2.46E-01,1.50583,1.0162845
103.6,2.40E-01,1.49686,1.0066339
103.7,2.33E-01,1.48808,0.9600892
103.8,2.28E-01,1.48053,0.9203297
103.9,2.14E-01,1.48684,0.9725735
104,2.26E-01,1.48695,1.0066272
104.1,2.21E-01,1.50582,1.0232507
104.2,2.39E-01,1.49009,0.9951292
104.3,2.47E-01,1.49742,1.0080322
104.4,2.45E-01,1.48023,0.9498433
104.5,2.44E-01,1.50196,0.9514309
104.6,2.27E-01,1.54111,1.0335642
104.7,2.55E-01,1.54843,1.0887616
104.8,2.49E-01,1.53474,1.0042497
104.9,2.32E-01,1.55665,1.0714082
105,2.43E-01,1.54268,1.0182332
105.1,2.42E-01,1.52307,0.9809983
105.2,2.50E-01,1.56653,0.9532693
105.3,2.58E-01,1.5822,0.9745907
105.4,2.50E-01,1.57395,0.9851909
105.5,2.60E-01,1.54802,0.9206468
105.6,2.64E-01,1.57959,1.0009233
105.7,2.66E-01,1.50053,0.8578874
105.8,2.63E-01,1.50025,0.8199527
105.9,2.71E-01,1.49156,0.8547049
106,3.02E-01,1.48511,0.8127484
106.1,2.87E-01,1.48034,0.7785016
106.2,2.64E-01,1.48626,0.7419177
106.3,2.69E-01,1.52012,0.8635694
106.4,2.67E-01,1.52294,0.8442356
106.5,2.68E-01,1.50045,0.9701167
106.6,2.62E-01,1.55758,0.950341
106.7,2.53E-01,1.56314,0.950061
106.8,2.59E-01,1.5088,0.9512302
106.9,2.57E-01,1.54237,0.9578975
107,2.68E-01,1.53415,0.9130276
107.1,2.75E-01,1.53866,0.9246353
107.2,2.83E-01,1.51266,0.9038711
107.3,2.68E-01,1.50434,0.913628
107.4,2.45E-01,1.53237,0.9230022
107.5,2.67E-01,1.50593,0.9350716
107.6,2.53E-01,1.5161,0.9487044
107.7,2.69E-01,1.52524,0.9379174
107.8,2.78E-01,1.50738,0.8564552
107.9,2.74E-01,1.51813,0.8588319
108,2.65E-01,1.50394,0.7940167
108.1,2.45E-01,1.50462,0.9000395
108.2,2.63E-01,1.53696,0.8675771
108.3,2.81E-01,1.51563,0.7717447
108.4,2.85E-01,1.51342,0.7652038
108.5,2.79E-01,1.50634,0.7584117
108.6,2.59E-01,1.51797,0.815449
108.7,2.84E-01,1.49507,0.6831087
108.8,2.92E-01,1.47055,0.645817
108.9,2.84E-01,1.48251,0.7165268
109,2.71E-01,1.45555,0.6776795
109.1,2.65E-01,1.41264,0.6816939
109.2,2.86E-01,1.40486,0.6628554
109.3,2.94E-01,1.41661,0.6730303
109.4,2.86E-01,1.39824,0.6550099
109.5,2.68E-01,1.41855,0.6562572
109.6,2.83E-01,1.45019,0.7071276
109.7,2.54E-01,1.45076,0.7475123
109.8,2.84E-01,1.47194,0.7352133
109.9,2.94E-01,1.50038,0.6985804
110,2.80E-01,1.49904,0.7302971
110.1,2.62E-01,1.50563,0.7717721
110.2,2.68E-01,1.49781,0.8098389
110.3,2.66E-01,1.47078,0.7192931
110.4,2.84E-01,1.4485,0.7163762
110.5,2.82E-01,1.45422,0.8177196
110.6,2.72E-01,1.43138,0.8060871
110.7,2.77E-01,1.43503,0.825192
110.8,2.66E-01,1.45735,0.8226632
110.9,2.54E-01,1.45082,0.7929757
111,2.68E-01,1.44115,0.7786109
111.1,2.70E-01,1.50604,0.8164961
111.2,2.61E-01,1.50744,0.8721942
111.3,2.55E-01,1.50308,0.8751536
111.4,2.73E-01,1.49697,0.848371
111.5,2.55E-01,1.51708,0.9109086
111.6,2.51E-01,1.50823,0.9266216
111.7,2.78E-01,1.49233,0.8718005
111.8,2.81E-01,1.45404,0.7948524
111.9,2.87E-01,1.47188,0.8154216
112,2.54E-01,1.47402,0.8404586
112.1,2.58E-01,1.45816,0.805043
112.2,2.51E-01,1.48534,0.820525
112.3,2.56E-01,1.46833,0.7957603
112.4,2.27E-01,1.44853,0.7915015
112.5,2.13E-01,1.47098,0.7954887
112.6,2.06E-01,1.52375,0.8052689
112.7,2.10E-01,1.54085,0.8819751
112.8,1.94E-01,1.51212,0.8486791
112.9,2.07E-01,1.50587,0.9033974
113,2.24E-01,1.49601,0.8506711
113.1,2.23E-01,1.54725,0.8758476
113.2,2.36E-01,1.5174,0.8922921
113.3,2.32E-01,1.498,0.8382083
113.4,2.25E-01,1.47426,0.8337317
113.5,2.15E-01,1.46423,0.858116
113.6,2.28E-01,1.48784,0.9220803
113.7,2.32E-01,1.46722,0.8669161
113.8,2.24E-01,1.47644,0.9034936
113.9,2.30E-01,1.49006,0.8353065
114,2.71E-01,1.46889,0.7678719
114.1,2.55E-01,1.47472,0.8057674
114.2,2.40E-01,1.49119,0.8102257
114.3,2.34E-01,1.44381,0.7406192
114.4,2.34E-01,1.45711,0.7469291
114.5,2.27E-01,1.41158,0.7275658
114.6,2.44E-01,1.42028,0.737345
114.7,2.29E-01,1.42574,0.7733496
114.8,2.26E-01,1.44904,0.826938
114.9,2.28E-01,1.45564,0.8111598
115,2.66E-01,1.44332,0.8091938
115.1,2.69E-01,1.46089,0.8292424
115.2,2.58E-01,1.50184,0.8684269
115.3,2.56E-01,1.51004,0.8278622
115.4,2.64E-01,1.47918,0.8156432
115.5,2.54E-01,1.47195,0.7877045
115.6,2.79E-01,1.47762,0.8253948
115.7,2.69E-01,1.49609,0.8284623
115.8,2.71E-01,1.51375,0.8038672
115.9,2.99E-01,1.49071,0.8583961
116,2.60E-01,1.48805,0.8873726
116.1,2.86E-01,1.54003,0.8943264
116.2,2.51E-01,1.5103,0.8153305
116.3,2.65E-01,1.52813,0.7741377
116.4,2.61E-01,1.51217,0.8576047
116.5,2.60E-01,1.53273,0.8533287
116.6,2.57E-01,1.50847,0.8155698
116.7,2.63E-01,1.49677,0.8294468
116.8,2.75E-01,1.52583,0.8122938
116.9,2.79E-01,1.50883,0.7972648
117,2.77E-01,1.48565,0.7629857
117.1,2.49E-01,1.44992,0.7377589
117.2,2.68E-01,1.47461,0.8106852
117.3,2.74E-01,1.51816,0.8593379
117.4,2.55E-01,1.48871,0.8115756
117.5,2.64E-01,1.48356,0.8060894
117.6,2.58E-01,1.49016,0.8183873
117.7,2.74E-01,1.50606,0.7966936
117.8,2.86E-01,1.51008,0.8233356
117.9,2.67E-01,1.48087,0.7937291
118,2.83E-01,1.44293,0.7618539
118.1,2.72E-01,1.44545,0.7328348
118.2,2.60E-01,1.41692,0.7266628
118.3,2.62E-01,1.43859,0.7640387
118.4,2.75E-01,1.40744,0.7202296
118.5,2.69E-01,1.41404,0.7061508
118.6,2.54E-01,1.44712,0.7652888
118.7,2.60E-01,1.46045,0.7676992
118.8,2.59E-01,1.45191,0.7631554
118.9,2.60E-01,1.45994,0.7634206
119,2.75E-01,1.45403,0.7941201
119.1,2.75E-01,1.46156,0.7902077
119.2,2.91E-01,1.42927,0.7141662
119.3,2.69E-01,1.42951,0.7161179
119.4,2.78E-01,1.43639,0.7629395
119.5,2.82E-01,1.45542,0.7926961
119.6,2.87E-01,1.45023,0.8123844
119.7,2.79E-01,1.46715,0.8310406
119.8,2.81E-01,1.49165,0.8573632
119.9,2.68E-01,1.5289,0.8462539
120,2.66E-01,1.50956,0.857017
120.1,2.72E-01,1.55471,0.914321
120.2,2.70E-01,1.52246,0.879107
120.3,2.87E-01,1.52032,0.8550825
120.4,3.06E-01,1.49959,0.8413033
120.5,3.01E-01,1.45648,0.8225071
120.6,3.12E-01,1.43778,0.7645519
120.7,3.12E-01,1.47099,0.7467219
120.8,2.98E-01,1.48676,0.7775524
120.9,3.18E-01,1.46379,0.8071066
121,3.29E-01,1.44588,0.7589162
121.1,3.26E-01,1.4332,0.7482719
121.2,3.31E-01,1.46629,0.7720053
121.3,3.26E-01,1.48592,0.8185428
121.4,3.55E-01,1.4629,0.8384848
121.5,3.44E-01,1.44409,0.7913177
121.6,3.26E-01,1.48684,0.8135245
121.7,3.47E-01,1.45882,0.8283812
121.8,3.36E-01,1.49722,0.8505569
121.9,3.33E-01,1.48407,0.7904451
122,3.40E-01,1.48434,0.814235
122.1,3.28E-01,1.45682,0.7755353
122.2,3.20E-01,1.454,0.7386592
122.3,3.15E-01,1.42034,0.7274077
122.4,3.24E-01,1.43352,0.7356018
122.5,3.26E-01,1.42412,0.7356181
122.6,2.72E-01,1.43807,0.750303
122.7,2.72E-01,1.43798,0.7248972
122.8,2.84E-01,1.45272,0.7643619
122.9,2.74E-01,1.44613,0.720468
123,2.77E-01,1.45992,0.6978787
123.1,3.04E-01,1.42568,0.7138692
123.2,2.95E-01,1.43134,0.7637516
123.3,2.88E-01,1.39556,0.7203092
123.4,3.24E-01,1.40093,0.7467259
123.5,3.26E-01,1.43799,0.7247681
123.6,3.41E-01,1.47923,0.7264832
123.7,3.19E-01,1.42848,0.7271754
123.8,3.34E-01,1.45839,0.7253551
123.9,3.42E-01,1.45482,0.7407271
124,3.25E-01,1.4513,0.7461709
124.1,3.15E-01,1.41437,0.7317222
124.2,2.98E-01,1.42897,0.7597424
124.3,3.08E-01,1.39676,0.7040032
124.4,3.06E-01,1.37482,0.7287546
124.5,3.19E-01,1.40732,0.7302178
124.6,3.55E-01,1.38078,0.7064024
124.7,3.37E-01,1.36949,0.6749864
124.8,3.30E-01,1.38845,0.6617445
124.9,3.07E-01,1.45149,0.694858
125,3.11E-01,1.47332,0.7333316
125.1,3.00E-01,1.445,0.730206
125.2,3.18E-01,1.43778,0.7352148
125.3,3.36E-01,1.43992,0.7244976
125.4,3.49E-01,1.44566,0.7149435
125.5,3.39E-01,1.43684,0.7200418
125.6,3.33E-01,1.43227,0.6960428
125.7,3.52E-01,1.42085,0.6730508
125.8,3.65E-01,1.42218,0.6690665
125.9,3.24E-01,1.40038,0.6998792
126,3.35E-01,1.3968,0.7158183
126.1,3.14E-01,1.40689,0.7124076
126.2,3.34E-01,1.39812,0.7344363
126.3,3.29E-01,1.38904,0.7020839
126.4,3.11E-01,1.40061,0.7219679
126.5,3.28E-01,1.41757,0.7085589
126.6,3.49E-01,1.41112,0.7480907
126.7,3.31E-01,1.42886,0.7490964
126.8,3.37E-01,1.42731,0.7258425
126.9,3.38E-01,1.38988,0.6936963
127,3.31E-01,1.41135,0.7089598
127.1,3.38E-01,1.39044,0.699726
127.2,3.36E-01,1.4129,0.6923453
127.3,3.16E-01,1.41897,0.7098317
127.4,3.37E-01,1.4347,0.7172646
127.5,3.25E-01,1.41017,0.7223536
127.6,3.01E-01,1.45451,0.8025979
127.7,2.94E-01,1.43826,0.8543847
127.8,3.04E-01,1.42909,0.8705734
127.9,3.21E-01,1.44024,0.8258917
128,3.35E-01,1.46118,0.8833243
