Time (ns),Native contact,Rg (nm),RMSD (nm)
63.9,1.14E-01,1.34989,1.2989975
64,1.42E-01,1.3747,1.3500452
64.1,1.14E-01,1.40161,1.4301833
64.2,1.07E-01,1.35249,1.3802695
64.3,1.35E-01,1.26383,1.3284314
64.4,1.35E-01,1.28303,1.3678577
64.5,1.35E-01,1.28058,1.3024669
64.6,1.34E-01,1.2892,1.3541228
64.7,1.35E-01,1.29094,1.3623247
64.8,1.26E-01,1.22176,1.3014567
64.9,1.17E-01,1.241,1.2296793
65,1.25E-01,1.28668,1.3413625
65.1,1.38E-01,1.27457,1.3336464
65.2,1.16E-01,1.25671,1.3464428
65.3,1.15E-01,1.2687,1.3236433
65.4,1.24E-01,1.29545,1.3564856
65.5,1.17E-01,1.29017,1.337534
65.6,1.17E-01,1.31526,1.3603644
65.7,1.24E-01,1.30331,1.3373146
65.8,1.32E-01,1.25404,1.3460662
65.9,1.42E-01,1.2158,1.3471141
66,1.33E-01,1.22611,1.3057244
66.1,1.17E-01,1.26535,1.3732277
66.2,1.38E-01,1.24502,1.3177041
66.3,1.47E-01,1.29124,1.381636
66.4,1.38E-01,1.33969,1.3709575
66.5,1.12E-01,1.35288,1.3136654
66.6,1.19E-01,1.34025,1.3295506
66.7,1.30E-01,1.28618,1.2907379
66.8,1.18E-01,1.28678,1.2980645
66.9,1.09E-01,1.25075,1.3350176
67,1.15E-01,1.22421,1.3136241
67.1,9.89E-02,1.25936,1.3670942
67.2,9.32E-02,1.28197,1.3915572
67.3,1.13E-01,1.25281,1.3433121
67.4,1.10E-01,1.25954,1.3461368
67.5,1.16E-01,1.30337,1.3567553
67.6,1.08E-01,1.28626,1.3740475
67.7,1.25E-01,1.2575,1.3631591
67.8,1.05E-01,1.26778,1.3307669
67.9,1.09E-01,1.30466,1.3427006
68,1.24E-01,1.33539,1.3716428
68.1,1.18E-01,1.31771,1.2569343
68.2,9.79E-02,1.25524,1.2316588
68.3,9.71E-02,1.20928,1.1562163
68.4,9.54E-02,1.22703,1.1623989
68.5,9.85E-02,1.27732,1.1392184
68.6,1.07E-01,1.18779,1.0427512
68.7,1.18E-01,1.24159,1.0899017
68.8,1.15E-01,1.28728,1.1676548
68.9,1.30E-01,1.27138,1.2056108
69,1.35E-01,1.30279,1.2687244
69.1,1.31E-01,1.26523,1.218657
69.2,1.50E-01,1.30371,1.2530806
69.3,1.31E-01,1.31858,1.3421603
69.4,1.45E-01,1.30193,1.3789475
69.5,1.25E-01,1.27827,1.3321683
69.6,1.25E-01,1.24831,1.2803742
69.7,1.09E-01,1.24715,1.2855494
69.8,1.24E-01,1.26966,1.3171781
69.9,1.25E-01,1.29674,1.3682358
70,1.18E-01,1.25331,1.2933712
70.1,1.33E-01,1.28183,1.3059267
70.2,1.32E-01,1.26391,1.2940042
70.3,1.29E-01,1.24895,1.3103186
70.4,1.20E-01,1.27115,1.3919028
70.5,1.20E-01,1.23233,1.3331225
70.6,1.39E-01,1.26289,1.3288029
70.7,1.16E-01,1.24439,1.2432576
70.8,1.05E-01,1.29678,1.3701063
70.9,1.11E-01,1.31663,1.330916
71,1.07E-01,1.32826,1.3139144
71.1,1.04E-01,1.27566,1.3081801
71.2,1.07E-01,1.23573,1.2031722
71.3,1.13E-01,1.24795,1.2555571
71.4,7.56E-02,1.33281,1.3512197
71.5,6.30E-02,1.31132,1.3857373
71.6,8.21E-02,1.34428,1.3857896
71.7,1.10E-01,1.27927,1.2997743
71.8,1.20E-01,1.31664,1.3232065
71.9,1.14E-01,1.29985,1.2916458
72,1.22E-01,1.29447,1.299359
72.1,1.30E-01,1.2837,1.3394917
72.2,1.33E-01,1.2489,1.2387977
72.3,1.36E-01,1.25219,1.2351938
72.4,1.23E-01,1.28784,1.3002845
72.5,1.14E-01,1.30513,1.2554206
72.6,1.27E-01,1.22253,1.151667
72.7,1.05E-01,1.29643,1.2474616
72.8,1.05E-01,1.2635,1.2476171
72.9,1.20E-01,1.23438,1.1539284
73,1.23E-01,1.24274,1.216715
73.1,1.34E-01,1.24824,1.2551183
73.2,1.20E-01,1.26457,1.192679
73.3,1.30E-01,1.23317,1.1501967
73.4,1.23E-01,1.26304,1.1949798
73.5,1.31E-01,1.22257,1.1273854
73.6,1.28E-01,1.24221,1.1555166
73.7,1.29E-01,1.25621,1.2036988
73.8,1.12E-01,1.22584,1.2238488
73.9,1.16E-01,1.17698,1.1551614
74,1.13E-01,1.22246,1.1720489
74.1,1.02E-01,1.24562,1.2337208
74.2,1.07E-01,1.22698,1.2718449
74.3,1.29E-01,1.23417,1.2530156
74.4,1.26E-01,1.24896,1.2426637
74.5,1.17E-01,1.28168,1.2677481
74.6,1.23E-01,1.28761,1.2163031
74.7,1.32E-01,1.2795,1.2715617
74.8,1.31E-01,1.21398,1.2693412
74.9,1.18E-01,1.27342,1.2261786
75,1.15E-01,1.2569,1.2186961
75.1,1.26E-01,1.24869,1.1807704
75.2,1.16E-01,1.24077,1.1301191
75.3,1.21E-01,1.27757,1.1919575
75.4,1.17E-01,1.30437,1.2484112
75.5,1.08E-01,1.2838,1.2995439
75.6,1.02E-01,1.27861,1.318556
75.7,1.21E-01,1.23382,1.2363263
75.8,1.18E-01,1.22805,1.2587165
75.9,1.15E-01,1.25087,1.2793648
76,1.18E-01,1.22912,1.2843446
76.1,1.10E-01,1.24488,1.2426786
76.2,1.07E-01,1.25851,1.326407
76.3,1.14E-01,1.28323,1.2875049
76.4,1.08E-01,1.27386,1.3416259
76.5,1.33E-01,1.24302,1.3338103
76.6,1.19E-01,1.26759,1.3710818
76.7,1.34E-01,1.23214,1.3233113
76.8,1.38E-01,1.21844,1.3270024
76.9,1.24E-01,1.27093,1.3400527
77,1.46E-01,1.25473,1.4109883
77.1,1.42E-01,1.21943,1.3788159
77.2,1.40E-01,1.25233,1.4201756
77.3,1.40E-01,1.23118,1.3621888
77.4,1.37E-01,1.23489,1.3674109
77.5,1.27E-01,1.19849,1.2415503
77.6,1.12E-01,1.25707,1.3203245
77.7,1.21E-01,1.23594,1.2566649
77.8,1.05E-01,1.24956,1.2621231
77.9,1.20E-01,1.23327,1.28105
78,1.66E-01,1.17946,1.2787225
78.1,1.52E-01,1.18337,1.2251048
78.2,1.23E-01,1.23421,1.2450398
78.3,1.28E-01,1.22283,1.2166587
78.4,1.22E-01,1.24087,1.2445729
78.5,1.18E-01,1.22405,1.2366074
78.6,1.24E-01,1.23541,1.216589
78.7,1.16E-01,1.25751,1.2172238
78.8,1.22E-01,1.26927,1.1282703
78.9,1.21E-01,1.26297,1.1539431
79,1.11E-01,1.33056,1.163108
79.1,1.34E-01,1.32798,1.1472193
79.2,1.30E-01,1.33189,1.1957278
79.3,1.34E-01,1.33851,1.1585342
79.4,1.06E-01,1.35891,1.1465868
79.5,1.31E-01,1.37077,1.1882851
79.6,1.07E-01,1.39947,1.2182716
79.7,1.22E-01,1.39585,1.1670305
79.8,1.16E-01,1.41251,1.1772871
79.9,1.17E-01,1.47038,1.2434524
80,1.18E-01,1.44949,1.3030292
80.1,1.24E-01,1.39544,1.3110524
80.2,1.15E-01,1.41936,1.2834669
80.3,1.12E-01,1.35706,1.3037685
80.4,1.08E-01,1.42693,1.2412604
80.5,1.02E-01,1.51822,1.3041953
80.6,1.13E-01,1.54677,1.368804
80.7,1.18E-01,1.49606,1.4002001
80.8,1.18E-01,1.4805,1.3372281
80.9,9.88E-02,1.56144,1.3342539
81,1.05E-01,1.47187,1.3386409
81.1,1.16E-01,1.54796,1.4164068
81.2,1.10E-01,1.49412,1.3737518
81.3,1.11E-01,1.46822,1.3571668
81.4,1.18E-01,1.58633,1.441465
81.5,1.06E-01,1.7072,1.5235362
81.6,1.14E-01,1.75741,1.5538071
81.7,1.22E-01,1.70582,1.4704757
81.8,1.14E-01,1.7672,1.5615307
81.9,1.13E-01,1.90221,1.6300237
82,1.22E-01,1.92472,1.6150105
82.1,1.17E-01,1.97207,1.6933331
82.2,1.02E-01,1.98647,1.7450777
82.3,9.18E-02,1.92958,1.7437549
82.4,1.05E-01,2.06467,1.8433993
82.5,1.04E-01,1.99694,1.8554142
82.6,9.54E-02,2.04281,1.8701885
82.7,1.24E-01,1.94636,1.8097191
82.8,1.10E-01,2.01134,1.8405877
82.9,1.04E-01,2.02869,1.8239774
83,1.03E-01,2.09996,1.9664265
83.1,9.50E-02,2.0536,1.9275719
83.2,1.06E-01,2.05182,1.9384127
83.3,1.06E-01,2.17014,2.1051555
83.4,1.33E-01,2.1303,2.0287678
83.5,1.46E-01,2.12128,2.089119
83.6,1.39E-01,2.11971,2.0523536
83.7,1.57E-01,2.1037,2.0029199
83.8,1.46E-01,2.10516,1.9955424
83.9,1.42E-01,2.00194,1.8674601
84,1.31E-01,1.92634,1.8478783
84.1,1.43E-01,1.98245,1.8677417
84.2,1.45E-01,1.97864,1.8538487
84.3,1.55E-01,2.06257,1.9607362
84.4,1.49E-01,2.00831,1.9159608
84.5,1.28E-01,1.96218,1.8817788
84.6,1.33E-01,1.9855,1.9049603
84.7,1.38E-01,2.01494,1.9132621
84.8,1.48E-01,2.10559,2.0164566
84.9,1.46E-01,2.03647,1.9154822
85,1.45E-01,1.97814,1.8302939
85.1,1.47E-01,2.04514,1.9506149
85.2,1.28E-01,2.06067,1.9409535
85.3,1.42E-01,2.02096,1.8841273
85.4,1.39E-01,1.95199,1.813805
85.5,1.47E-01,2.0016,1.8200941
85.6,1.60E-01,1.99592,1.8909142
85.7,1.38E-01,2.01505,1.882634
85.8,1.42E-01,2.04141,1.9591606
85.9,1.34E-01,1.96286,1.890651
86,1.40E-01,1.94532,1.8709968
86.1,1.44E-01,2.00353,1.9378935
86.2,1.36E-01,2.13549,2.0200212
86.3,1.35E-01,2.13234,2.0117617
86.4,1.34E-01,2.15301,2.0420578
86.5,1.41E-01,2.21712,2.0844059
86.6,1.43E-01,2.2741,2.1896448
86.7,1.57E-01,2.24584,2.1537514
86.8,1.51E-01,2.11593,2.0277989
86.9,1.54E-01,1.90578,1.8804749
87,1.55E-01,1.94276,1.8757733
87.1,1.42E-01,1.96816,1.9284854
87.2,1.43E-01,1.98264,1.9415094
87.3,1.29E-01,2.00682,1.9727726
87.4,1.38E-01,1.93466,1.8994203
87.5,1.19E-01,2.03257,1.9353584
87.6,1.02E-01,2.20302,2.0821183
87.7,1.44E-01,2.07895,1.9858705
87.8,1.50E-01,2.14739,2.0480616
87.9,1.53E-01,2.1771,2.0401585
88,1.26E-01,2.15075,1.9784311
88.1,1.24E-01,2.13127,1.9776678
88.2,1.43E-01,2.21923,2.0690384
88.3,1.56E-01,2.21214,2.0647292
88.4,1.48E-01,2.2052,2.0747917
88.5,1.31E-01,2.01585,1.9238226
88.6,1.70E-01,2.01303,1.9516447
88.7,1.53E-01,1.93257,1.898119
88.8,1.48E-01,1.91632,1.8281144
88.9,1.11E-01,1.92834,1.8196257
89,1.20E-01,2.01346,1.8941128
89.1,1.07E-01,1.8612,1.8197185
89.2,1.04E-01,1.91482,1.8632768
89.3,1.01E-01,1.96105,1.8105694
89.4,1.17E-01,1.98696,1.8762201
89.5,1.15E-01,1.92608,1.8133639
89.6,1.11E-01,2.03867,1.9222394
89.7,1.15E-01,2.14986,2.0456786
89.8,1.25E-01,2.06068,1.9531162
89.9,1.06E-01,2.11277,1.9241472
90,1.12E-01,2.10084,1.8522089
90.1,1.12E-01,2.10411,1.8458977
90.2,1.26E-01,1.94672,1.7799245
90.3,1.32E-01,2.02683,1.82772
90.4,1.00E-01,2.05256,1.8611562
90.5,1.18E-01,2.12093,1.9312207
90.6,1.21E-01,2.25425,1.9953972
90.7,1.21E-01,2.13927,1.9255054
90.8,1.08E-01,2.17323,2.0034771
90.9,1.16E-01,2.10653,1.9370954
91,1.47E-01,2.14225,1.9679966
91.1,1.44E-01,2.1035,1.8560604
91.2,1.11E-01,2.19466,1.8919917
91.3,1.03E-01,2.04597,1.7947567
91.4,1.18E-01,2.00979,1.7285606
91.5,9.62E-02,2.10467,1.8383787
91.6,1.20E-01,2.00604,1.7276173
91.7,1.27E-01,1.96411,1.7279058
91.8,1.03E-01,2.02108,1.8257799
91.9,1.02E-01,2.06958,1.8175164
92,8.71E-02,2.14817,1.8751752
92.1,9.69E-02,2.10389,1.8354142
92.2,7.32E-02,2.07396,1.7451657
92.3,8.01E-02,2.14125,1.8505366
92.4,1.19E-01,2.02756,1.7940724
92.5,1.18E-01,2.15998,1.8791798
92.6,1.04E-01,2.08578,1.8062267
92.7,1.15E-01,2.21029,1.9684644
92.8,1.07E-01,2.09629,1.9021453
92.9,9.08E-02,2.20033,1.9821289
93,1.08E-01,2.15463,1.9482176
93.1,1.09E-01,2.0232,1.8957638
93.2,1.33E-01,1.9484,1.9230341
93.3,1.24E-01,2.07407,1.9353267
93.4,1.07E-01,2.13486,1.9591498
93.5,1.14E-01,2.18999,1.9846598
93.6,1.25E-01,2.0538,1.9044275
93.7,1.23E-01,2.09459,1.9311267
93.8,1.17E-01,2.05057,1.93908
93.9,1.10E-01,2.10681,1.9920087
94,1.11E-01,2.02792,1.8976164
94.1,1.24E-01,2.07562,1.9090056
94.2,1.33E-01,2.04025,1.8956856
94.3,1.32E-01,2.05938,1.9125487
94.4,1.33E-01,2.04281,1.8594368
94.5,9.80E-02,1.98056,1.8530539
94.6,1.12E-01,2.07124,1.9791558
94.7,1.10E-01,2.04535,1.9679869
94.8,9.17E-02,2.11709,2.0669641
94.9,1.16E-01,1.98519,1.9539945
95,8.98E-02,1.94511,1.869863
95.1,1.00E-01,1.98169,1.8855482
95.2,1.02E-01,1.9477,1.8326138
95.3,1.13E-01,1.92157,1.8440677
95.4,7.76E-02,1.93526,1.8973174
95.5,5.03E-02,1.98813,1.9642613
95.6,4.76E-02,1.986,1.8998246
95.7,2.55E-02,1.98776,1.9341121
95.8,3.67E-02,1.99675,1.8383012
95.9,1.91E-02,1.93587,1.8212794
96,4.21E-02,1.94473,1.8301539
96.1,5.24E-02,2.00428,1.8978713
96.2,3.90E-02,1.93593,1.7840846
96.3,5.23E-02,1.97626,1.8232352
96.4,5.84E-02,2.08063,1.8996114
96.5,6.07E-02,2.0981,1.8989295
96.6,3.78E-02,2.20504,2.0353029
96.7,5.02E-02,2.08292,1.9428378
96.8,3.60E-02,2.06981,1.9284242
96.9,5.57E-02,2.06193,1.91022
97,5.30E-02,2.02216,1.8863425
97.1,5.03E-02,1.98381,1.845342
97.2,5.18E-02,1.98146,1.935575
97.3,4.45E-02,2.0022,1.9415139
97.4,6.56E-02,2.01435,1.9406935
97.5,4.60E-02,2.02263,1.9580307
97.6,4.52E-02,2.03831,1.8912169
97.7,4.21E-02,2.00499,1.782769
97.8,4.16E-02,2.13326,1.9135671
97.9,2.75E-02,2.11019,1.9141426
98,4.58E-02,2.2024,2.0045547
98.1,3.44E-02,2.04201,1.8867167
98.2,3.68E-02,2.18315,1.9934822
98.3,3.25E-02,2.10499,1.8982848
98.4,3.90E-02,2.16927,1.958241
98.5,4.58E-02,2.27623,2.0846572
98.6,4.41E-02,2.2618,2.084239
98.7,5.06E-02,2.26673,2.1436279
98.8,2.86E-02,2.20804,2.113338
98.9,3.94E-02,2.21064,2.1377494
99,2.96E-02,2.21032,2.1436765
99.1,3.56E-02,2.13757,2.0644674
99.2,2.34E-02,2.18632,2.1021855
99.3,3.90E-02,2.20099,2.1217549
99.4,4.14E-02,2.23666,2.1595576
99.5,3.63E-02,2.18709,2.1177115
99.6,4.42E-02,2.44107,2.2871709
99.7,3.72E-02,2.49016,2.2968481
99.8,4.51E-02,2.41096,2.226984
99.9,5.72E-02,2.3753,2.1992097
100,6.88E-02,2.2151,2.1025066
100.1,4.05E-02,2.2433,2.1066465
100.2,4.96E-02,2.34403,2.1612804
100.3,6.03E-02,2.2762,2.088309
100.4,4.15E-02,2.20786,2.0472875
100.5,5.05E-02,2.28026,2.0829501
100.6,8.12E-02,2.18632,2.1257439
100.7,6.82E-02,2.30314,2.1427772
100.8,6.06E-02,2.37436,2.1954143
100.9,4.61E-02,2.32808,2.1762938
101,2.74E-02,2.32389,2.1547668
101.1,1.73E-02,2.32751,2.1088376
101.2,2.00E-02,2.23001,2.0357931
101.3,2.54E-02,2.09412,1.9964815
101.4,2.25E-02,2.05266,1.9568638
101.5,3.86E-02,2.12116,1.9709114
101.6,2.95E-02,2.10909,1.9986736
101.7,3.78E-02,2.2228,2.1105738
101.8,5.02E-02,2.07022,2.008764
101.9,2.30E-02,2.23645,2.0981889
102,2.74E-02,2.3277,2.1431057
102.1,1.10E-02,2.49705,2.2724333
102.2,2.28E-02,2.42512,2.1904728
102.3,1.69E-02,2.5046,2.2072132
102.4,7.29E-03,2.5638,2.2890236
102.5,2.69E-02,2.4681,2.1979563
102.6,3.33E-02,2.46967,2.1947527
102.7,3.79E-02,2.40182,2.1652231
102.8,3.30E-02,2.34322,2.1537671
102.9,1.58E-02,2.36829,2.1684361
103,2.88E-02,2.18946,2.0557635
103.1,3.11E-02,2.36056,2.1914024
103.2,2.88E-02,2.32524,2.1678963
103.3,3.32E-02,2.38069,2.2189577
103.4,3.13E-02,2.33385,2.1905637
103.5,1.80E-02,2.42363,2.2418845
103.6,1.41E-02,2.40336,2.2193158
103.7,1.48E-02,2.51617,2.2695136
103.8,1.58E-02,2.51517,2.2389143
103.9,2.44E-02,2.41016,2.1489775
104,2.37E-02,2.40977,2.135711
104.1,2.46E-02,2.2691,2.028276
104.2,2.49E-02,2.35882,2.1122274
104.3,4.09E-02,2.45774,2.2340007
104.4,3.75E-02,2.52128,2.2775302
104.5,2.24E-02,2.46904,2.2124069
104.6,3.00E-02,2.43012,2.1651886
104.7,2.50E-02,2.35326,2.1348152
104.8,3.97E-02,2.4233,2.1916635
104.9,4.33E-02,2.45746,2.2405331
105,3.89E-02,2.56842,2.3462131
105.1,3.49E-02,2.56786,2.3543994
105.2,3.10E-02,2.53842,2.3162866
105.3,4.60E-02,2.40083,2.2407341
105.4,2.62E-02,2.32144,2.1403022
105.5,3.47E-02,2.25537,2.089911
105.6,4.24E-02,2.13973,1.9497905
105.7,3.39E-02,2.05159,1.9247096
105.8,2.81E-02,2.0208,1.8678499
105.9,2.72E-02,2.1092,1.9371402
106,2.15E-02,2.07594,1.8622712
106.1,2.68E-02,2.16613,1.983578
106.2,2.16E-02,2.30504,2.059804
106.3,2.44E-02,2.20253,2.0183463
106.4,2.45E-02,2.30891,2.145505
106.5,1.67E-02,2.25431,2.0498323
106.6,1.57E-02,2.23013,1.9861853
106.7,1.38E-02,2.19873,1.9713826
106.8,1.43E-02,2.11654,1.8902147
106.9,3.63E-02,2.00838,1.7818539
107,1.94E-02,2.05765,1.8507961
107.1,5.47E-02,1.98581,1.8019679
107.2,4.62E-02,2.11703,1.8715945
107.3,5.06E-02,2.24449,1.9881927
107.4,4.64E-02,2.26685,1.9951923
107.5,6.88E-02,2.17209,1.9303426
107.6,4.90E-02,2.03993,1.845856
107.7,3.97E-02,2.14371,1.9139144
107.8,4.63E-02,2.38246,2.1587896
107.9,4.85E-02,2.34546,2.0960734
108,6.70E-02,2.46279,2.2244017
108.1,6.05E-02,2.26888,1.9931819
108.2,8.39E-02,2.16891,1.87418
108.3,4.76E-02,2.23942,1.9096187
108.4,5.20E-02,2.15587,1.8843901
108.5,6.14E-02,2.19773,1.9472402
108.6,9.12E-02,2.19585,1.8839079
108.7,7.95E-02,2.25709,1.9687773
108.8,6.80E-02,2.30408,2.1019523
108.9,7.15E-02,2.25459,2.0330045
109,7.90E-02,2.30913,2.0299041
109.1,7.96E-02,2.22035,1.9755789
109.2,8.07E-02,2.29675,2.0265369
109.3,6.76E-02,2.4283,2.1185267
109.4,5.63E-02,2.38927,2.0904946
109.5,6.23E-02,2.31796,2.0151763
109.6,6.46E-02,2.37303,2.1319609
109.7,6.08E-02,2.42406,2.1885464
109.8,6.59E-02,2.43048,2.1763868
109.9,5.20E-02,2.42713,2.108767
110,4.92E-02,2.48424,2.1666095
110.1,4.21E-02,2.41178,2.1160922
110.2,3.40E-02,2.48208,2.1953776
110.3,3.71E-02,2.49865,2.1891727
110.4,5.38E-02,2.42454,2.0984228
110.5,4.09E-02,2.45109,2.1026976
110.6,3.16E-02,2.53082,2.1921208
110.7,3.56E-02,2.6638,2.4261177
110.8,2.84E-02,2.75239,2.4866099
110.9,3.00E-02,2.62748,2.3566389
111,3.47E-02,2.72918,2.4437668
111.1,3.42E-02,2.67888,2.4300172
111.2,4.25E-02,2.59195,2.3485794
111.3,3.95E-02,2.58944,2.3464527
111.4,4.91E-02,2.49593,2.2297263
111.5,5.28E-02,2.72979,2.4437141
111.6,4.41E-02,2.61272,2.3130136
111.7,5.02E-02,2.48055,2.1838109
111.8,3.22E-02,2.50267,2.1906738
111.9,4.35E-02,2.63084,2.255919
112,5.41E-02,2.57212,2.2009375
112.1,5.42E-02,2.43035,2.07091
112.2,5.37E-02,2.41953,2.0613916
112.3,4.80E-02,2.36291,1.9783732
112.4,6.49E-02,2.34956,1.9971828
112.5,5.62E-02,2.46714,2.0517535
112.6,5.66E-02,2.49107,2.1509593
112.7,3.55E-02,2.66138,2.2385533
112.8,4.22E-02,2.61946,2.2839739
112.9,3.74E-02,2.71551,2.3377931
113,2.99E-02,2.61434,2.2460485
113.1,3.71E-02,2.40126,2.048351
113.2,3.50E-02,2.41702,2.010488
113.3,3.39E-02,2.42698,2.0766273
113.4,2.47E-02,2.33008,1.9890844
113.5,4.06E-02,2.24571,1.8829801
113.6,2.61E-02,2.30669,1.9644475
113.7,2.63E-02,2.19833,1.9187078
113.8,4.51E-02,2.12283,1.8553431
113.9,3.31E-02,2.19137,1.8515174
114,5.56E-02,2.13126,1.7463075
114.1,3.21E-02,2.15268,1.8813565
114.2,4.17E-02,2.13719,1.8821338
114.3,4.33E-02,2.09268,1.8270881
114.4,3.02E-02,2.11176,1.8897926
114.5,4.84E-02,1.86955,1.8494732
114.6,4.44E-02,2.05534,1.9396793
114.7,3.12E-02,1.88706,1.8176273
114.8,2.04E-02,1.99703,1.9099907
114.9,3.59E-02,1.99519,1.8550062
115,5.61E-02,2.01724,1.7079133
115.1,3.68E-02,2.18534,1.8376721
115.2,7.36E-02,2.26478,1.9098376
115.3,4.42E-02,2.29352,1.9840764
115.4,5.16E-02,2.40708,2.012835
115.5,5.88E-02,2.41635,2.0171053
115.6,2.64E-02,2.32384,2.0021055
115.7,4.11E-02,2.30925,1.9649441
115.8,2.80E-02,2.28203,1.964141
115.9,4.56E-02,2.4309,2.1273141
116,3.83E-02,2.36616,2.0756121
116.1,3.28E-02,2.5002,2.2331972
116.2,2.39E-02,2.46693,2.2153783
116.3,4.74E-02,2.51358,2.2218008
116.4,3.71E-02,2.319,2.047483
116.5,7.72E-02,2.28642,1.9454341
116.6,5.86E-02,2.32991,2.0813382
116.7,7.12E-02,2.23461,1.9933916
116.8,4.99E-02,2.23862,2.0542712
116.9,4.04E-02,2.22693,2.0143354
117,4.67E-02,2.21792,2.0129228
117.1,4.95E-02,2.26236,2.0231462
117.2,5.64E-02,2.14855,2.0339696
117.3,6.99E-02,2.19355,1.9555676
117.4,6.60E-02,2.36869,2.052124
117.5,5.82E-02,2.29971,2.0104656
117.6,6.62E-02,2.24225,1.959354
117.7,6.90E-02,2.17822,1.8363454
117.8,6.93E-02,2.25758,1.924672
117.9,6.44E-02,2.19945,1.8677717
118,6.90E-02,2.25272,1.9469315
118.1,6.22E-02,2.26249,1.986239
118.2,8.17E-02,2.16405,1.8976456
118.3,8.38E-02,2.18333,1.9021254
118.4,1.05E-01,2.10683,1.9218785
118.5,9.02E-02,2.01002,1.8125309
118.6,5.03E-02,2.01456,1.8675112
118.7,5.47E-02,1.84362,1.7128501
118.8,5.88E-02,1.78529,1.6528124
118.9,3.24E-02,1.75952,1.6883986
119,5.45E-02,1.84739,1.7716093
119.1,4.86E-02,1.79538,1.7790151
119.2,4.59E-02,1.80075,1.7711217
119.3,4.09E-02,1.7925,1.664239
119.4,4.21E-02,1.83334,1.71021
119.5,4.02E-02,2.05934,1.9397068
119.6,2.73E-02,2.03419,1.8791434
119.7,4.58E-02,2.15122,2.000787
119.8,2.43E-02,2.14701,1.9005822
119.9,3.61E-02,2.06066,1.7829473
120,5.26E-02,2.05967,1.8432667
120.1,5.59E-02,2.14772,1.9658101
120.2,3.02E-02,2.1967,1.9698466
120.3,2.15E-02,2.21069,1.9823253
120.4,2.57E-02,2.29601,2.0871429
120.5,2.45E-02,2.08479,1.8729182
120.6,1.55E-02,2.31984,2.0820243
120.7,2.34E-02,2.1645,1.9637715
120.8,2.36E-02,2.06044,1.8575027
120.9,1.73E-02,2.02709,1.7993802
121,2.92E-02,2.03319,1.8329197
121.1,6.23E-02,2.10262,1.9247782
121.2,4.60E-02,2.32603,2.0976641
121.3,4.20E-02,2.24191,2.0191495
121.4,4.15E-02,2.21614,2.0499098
121.5,7.72E-02,2.14386,1.9440621
121.6,5.84E-02,2.25523,2.0548458
121.7,5.60E-02,2.2907,2.1166072
121.8,6.22E-02,2.29384,2.1348977
121.9,5.12E-02,2.36371,2.1536906
122,6.88E-02,2.44587,2.2091405
122.1,7.10E-02,2.44411,2.2110898
122.2,6.60E-02,2.53519,2.3120077
122.3,6.37E-02,2.39521,2.1523411
122.4,6.09E-02,2.47856,2.2069058
122.5,5.75E-02,2.457,2.141958
122.6,5.79E-02,2.598,2.2828012
122.7,4.89E-02,2.55871,2.264231
122.8,4.18E-02,2.53025,2.2446253
122.9,5.84E-02,2.60232,2.3128219
123,5.40E-02,2.55814,2.2502327
123.1,4.89E-02,2.65677,2.332938
123.2,4.54E-02,2.71144,2.3857782
123.3,4.80E-02,2.6795,2.3395085
123.4,5.77E-02,2.54492,2.2210205
123.5,4.16E-02,2.52875,2.2147846
123.6,4.56E-02,2.40084,2.1215403
123.7,5.19E-02,2.39976,2.070019
123.8,5.53E-02,2.46511,2.0803425
123.9,5.74E-02,2.42641,2.0782275
124,5.43E-02,2.37961,2.0472212
124.1,4.44E-02,2.4408,2.0887494
124.2,3.61E-02,2.38918,2.0146966
124.3,3.65E-02,2.34216,1.9796629
124.4,4.16E-02,2.37628,1.9955451
124.5,5.49E-02,2.44435,2.0558972
124.6,3.56E-02,2.5652,2.1603572
124.7,4.07E-02,2.49674,2.1120064
124.8,2.50E-02,2.45657,1.9938679
124.9,4.18E-02,2.56182,2.1508701
125,4.09E-02,2.69861,2.2477736
125.1,4.28E-02,2.65156,2.2356
125.2,4.60E-02,2.49624,2.0688782
125.3,4.49E-02,2.52681,2.0791862
125.4,4.15E-02,2.48024,2.0232563
125.5,4.07E-02,2.52507,2.0867543
125.6,3.16E-02,2.58333,2.2024338
125.7,1.91E-02,2.34929,2.0052764
125.8,2.82E-02,2.36352,2.0216236
125.9,2.35E-02,2.39341,2.0588446
126,6.24E-02,2.24534,1.947644
126.1,6.49E-02,2.26523,1.9997034
126.2,5.67E-02,2.23962,1.9885565
126.3,5.14E-02,2.27996,2.0169754
126.4,5.22E-02,2.44145,2.1333749
126.5,4.67E-02,2.47268,2.1775358
126.6,4.95E-02,2.42071,2.1857893
126.7,4.32E-02,2.34593,2.1125915
126.8,5.48E-02,2.41343,2.1725502
126.9,5.37E-02,2.42384,2.0616496
127,3.85E-02,2.55189,2.1736951
127.1,4.28E-02,2.59613,2.326683
127.2,4.00E-02,2.54709,2.2913637
127.3,4.65E-02,2.5172,2.2498028
127.4,4.80E-02,2.53172,2.2956917
127.5,5.44E-02,2.51156,2.2910235
127.6,5.70E-02,2.41438,2.2181592
127.7,4.82E-02,2.41664,2.2164862
127.8,4.84E-02,2.30181,2.1178286
127.9,6.88E-02,2.36066,2.1961555
128,8.38E-02,2.365,2.2611232
128.1,7.91E-02,2.41763,2.2428982
128.2,8.67E-02,2.52578,2.3016632
